"ds","artist_id","count(1)"
"20150301","023406156015ef87f99521f3b343f71f","482"
"20150301","025943df23acf5d3863b35fa6e0d79ec","101"
"20150301","03c6699ea836decbc5c8fc2dbae7bd3b","445"
"20150301","099cd99056bf92e5f0e384465890a804","865"
"20150301","0c80008b0a28d356026f4b1097041689","74"
"20150301","1339f978614ff19cd48f07e5420556d4","58"
"20150301","1731019fbaa825714d5f8e61ad1bb7ff","119"
"20150301","25739ad1c56a511fcac86018ac4e49bb","30"
"20150301","28e32be6ba67e0c6fdfdff80ce07dfd4","47"
"20150301","2b7fedeea967becd9408b896de8ff903","7"
"20150301","2e14d32266ee6b4678595f8f50c369ac","1388"
"20150301","2ec1450a1389d4e3fc2a9a76c9378bb3","648"
"20150301","33fd0a2cfcfd24e114707bba71ca1de9","54"
"20150301","34bc4bc49a725f2686a5cf9c89985798","104"
"20150301","3964ee41d4e2ade1957a9135afe1b8dc","359"
"20150301","3e395c6b799d3d8cb7cd501b4503b536","663"
"20150301","40bbb0da5570702dd6ff3af5e9e3aea6","652"
"20150301","445a257964b9689f115a69e8cc5dcb75","70"
"20150301","4b8eb68442432c242e9242be040bacf9","1358"
"20150301","4ee3f9c90101073c99d5440b41f07daa","34"
"20150301","4f3f68292e50f39cd8142733512c07d6","365"
"20150301","53dd7de874e0999634c28cdd94d21257","64"
"20150301","5e2ef5473cbbdb335f6d51dc57845437","353"
"20150301","61dfd882204789d7d0f70fee2b901cef","122"
"20150301","6a493121e53d83f9e119b02942d7c8fe","264"
"20150301","6bb4c3bbdb6f5a96d643320c6b6005f5","396"
"20150301","6f462b173b2d6d20a2c9fb1ec0fd2dda","257"
"20150301","7e0db58c13d033dafe5f5e1e70ff7eb4","637"
"20150301","82fda1f850a9fe22e41b5c8dadaff4ac","148"
"20150301","8da51d03b8b8717431e8b902856fb45e","528"
"20150301","8f29cbc2a555034643d66f9e83dd7a7a","71"
"20150301","8fb3cef29f2c266af4c9ecef3b780e97","584"
"20150301","97de6333157f35467dff271d7afb0a23","279"
"20150301","9e58afbf3fea116b0050bf56bfb4442e","252"
"20150301","9f69ffd8852196e02cfa19b5cd9bc432","56"
"20150301","ac43c6ce2f9df4adfbb05edd97cecbcc","535"
"20150301","b6a175a48743caed6d035444c069ab64","85"
"20150301","b7522cc91cf57ada15de2298bfd6a3ee","279"
"20150301","be0c7a23c2aa9afb45163995b9ec938c","239"
"20150301","bf21d16799b240d6e445fa30472bd50b","2"
"20150301","c026b84e8f23a7741d9b670e3d8973f0","262"
"20150301","c5eac1d455675dfbc99f6c70f7b3971f","26"
"20150301","c5f0170f87a2fbb17bf65dc858c745e2","1587"
"20150301","ca6db6d4f02b7b946c57fc389e67dd7e","215"
"20150301","d773376e46311393cd89994bf9a93043","672"
"20150301","e087f8842fe66efa5ccee42ff791e0ca","58"
"20150301","e6e2fff03cc32ee9777de2c2ed5bac30","100"
"20150301","f5a5373f30de984e9142a206f94a2f46","94"
"20150301","f6e0f05fde7637afb8f8bc6bda74ca24","156"
"20150301","ffd47cf9cb66d226575336f0fa42ae25","179"
"20150302","023406156015ef87f99521f3b343f71f","449"
"20150302","025943df23acf5d3863b35fa6e0d79ec","71"
"20150302","03c6699ea836decbc5c8fc2dbae7bd3b","354"
"20150302","099cd99056bf92e5f0e384465890a804","864"
"20150302","0c80008b0a28d356026f4b1097041689","63"
"20150302","1339f978614ff19cd48f07e5420556d4","37"
"20150302","1731019fbaa825714d5f8e61ad1bb7ff","130"
"20150302","25739ad1c56a511fcac86018ac4e49bb","34"
"20150302","28e32be6ba67e0c6fdfdff80ce07dfd4","47"
"20150302","2b7fedeea967becd9408b896de8ff903","4"
"20150302","2e14d32266ee6b4678595f8f50c369ac","1415"
"20150302","2ec1450a1389d4e3fc2a9a76c9378bb3","522"
"20150302","33fd0a2cfcfd24e114707bba71ca1de9","40"
"20150302","34bc4bc49a725f2686a5cf9c89985798","273"
"20150302","3964ee41d4e2ade1957a9135afe1b8dc","244"
"20150302","3e395c6b799d3d8cb7cd501b4503b536","586"
"20150302","40bbb0da5570702dd6ff3af5e9e3aea6","641"
"20150302","445a257964b9689f115a69e8cc5dcb75","66"
"20150302","4b8eb68442432c242e9242be040bacf9","1127"
"20150302","4ee3f9c90101073c99d5440b41f07daa","62"
"20150302","4f3f68292e50f39cd8142733512c07d6","226"
"20150302","53dd7de874e0999634c28cdd94d21257","83"
"20150302","5e2ef5473cbbdb335f6d51dc57845437","321"
"20150302","61dfd882204789d7d0f70fee2b901cef","113"
"20150302","6a493121e53d83f9e119b02942d7c8fe","282"
"20150302","6bb4c3bbdb6f5a96d643320c6b6005f5","458"
"20150302","6f462b173b2d6d20a2c9fb1ec0fd2dda","200"
"20150302","7e0db58c13d033dafe5f5e1e70ff7eb4","654"
"20150302","82fda1f850a9fe22e41b5c8dadaff4ac","97"
"20150302","8da51d03b8b8717431e8b902856fb45e","383"
"20150302","8f29cbc2a555034643d66f9e83dd7a7a","80"
"20150302","8fb3cef29f2c266af4c9ecef3b780e97","477"
"20150302","97de6333157f35467dff271d7afb0a23","346"
"20150302","9e58afbf3fea116b0050bf56bfb4442e","335"
"20150302","9f69ffd8852196e02cfa19b5cd9bc432","78"
"20150302","ac43c6ce2f9df4adfbb05edd97cecbcc","655"
"20150302","b6a175a48743caed6d035444c069ab64","77"
"20150302","b7522cc91cf57ada15de2298bfd6a3ee","347"
"20150302","be0c7a23c2aa9afb45163995b9ec938c","288"
"20150302","bf21d16799b240d6e445fa30472bd50b","8"
"20150302","c026b84e8f23a7741d9b670e3d8973f0","208"
"20150302","c5eac1d455675dfbc99f6c70f7b3971f","26"
"20150302","c5f0170f87a2fbb17bf65dc858c745e2","1255"
"20150302","ca6db6d4f02b7b946c57fc389e67dd7e","234"
"20150302","d773376e46311393cd89994bf9a93043","643"
"20150302","e087f8842fe66efa5ccee42ff791e0ca","72"
"20150302","e6e2fff03cc32ee9777de2c2ed5bac30","91"
"20150302","f5a5373f30de984e9142a206f94a2f46","65"
"20150302","f6e0f05fde7637afb8f8bc6bda74ca24","171"
"20150302","ffd47cf9cb66d226575336f0fa42ae25","80"
"20150303","023406156015ef87f99521f3b343f71f","474"
"20150303","025943df23acf5d3863b35fa6e0d79ec","73"
"20150303","03c6699ea836decbc5c8fc2dbae7bd3b","343"
"20150303","099cd99056bf92e5f0e384465890a804","847"
"20150303","0c80008b0a28d356026f4b1097041689","76"
"20150303","1339f978614ff19cd48f07e5420556d4","55"
"20150303","1731019fbaa825714d5f8e61ad1bb7ff","110"
"20150303","25739ad1c56a511fcac86018ac4e49bb","55"
"20150303","28e32be6ba67e0c6fdfdff80ce07dfd4","49"
"20150303","2b7fedeea967becd9408b896de8ff903","3"
"20150303","2e14d32266ee6b4678595f8f50c369ac","1503"
"20150303","2ec1450a1389d4e3fc2a9a76c9378bb3","516"
"20150303","33fd0a2cfcfd24e114707bba71ca1de9","73"
"20150303","34bc4bc49a725f2686a5cf9c89985798","74"
"20150303","3964ee41d4e2ade1957a9135afe1b8dc","305"
"20150303","3e395c6b799d3d8cb7cd501b4503b536","593"
"20150303","40bbb0da5570702dd6ff3af5e9e3aea6","719"
"20150303","445a257964b9689f115a69e8cc5dcb75","52"
"20150303","4b8eb68442432c242e9242be040bacf9","1244"
"20150303","4ee3f9c90101073c99d5440b41f07daa","43"
"20150303","4f3f68292e50f39cd8142733512c07d6","301"
"20150303","53dd7de874e0999634c28cdd94d21257","99"
"20150303","5e2ef5473cbbdb335f6d51dc57845437","387"
